Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
19/12/2024;1:00:00;19/12/2024;1:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;1:15:00;19/12/2024;1:30:00;1302;;Digitale meter;Afname Nacht;0,97;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;1:15:00;19/12/2024;1:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;1:30:00;19/12/2024;1:45:00;1302;;Digitale meter;Afname Nacht;0,99;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;1:30:00;19/12/2024;1:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;1:45:00;19/12/2024;2:00:00;1302;;Digitale meter;Afname Nacht;0,995;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;1:45:00;19/12/2024;2:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;2:00:00;19/12/2024;2:15:00;1302;;Digitale meter;Afname Nacht;0,96;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;2:00:00;19/12/2024;2:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;2:15:00;19/12/2024;2:30:00;1302;;Digitale meter;Afname Nacht;0,961;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;2:15:00;19/12/2024;2:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;2:30:00;19/12/2024;2:45:00;1302;;Digitale meter;Afname Nacht;0,982;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;2:30:00;19/12/2024;2:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;2:45:00;19/12/2024;3:00:00;1302;;Digitale meter;Afname Nacht;0,96;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;2:45:00;19/12/2024;3:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;3:00:00;19/12/2024;3:15:00;1302;;Digitale meter;Afname Nacht;0,959;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;3:00:00;19/12/2024;3:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;3:15:00;19/12/2024;3:30:00;1302;;Digitale meter;Afname Nacht;0,978;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;3:15:00;19/12/2024;3:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;3:30:00;19/12/2024;3:45:00;1302;;Digitale meter;Afname Nacht;0,965;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;3:30:00;19/12/2024;3:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;3:45:00;19/12/2024;4:00:00;1302;;Digitale meter;Afname Nacht;0,962;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;3:45:00;19/12/2024;4:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;4:00:00;19/12/2024;4:15:00;1302;;Digitale meter;Afname Nacht;0,963;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;4:00:00;19/12/2024;4:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;4:15:00;19/12/2024;4:30:00;1302;;Digitale meter;Afname Nacht;1,008;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;4:15:00;19/12/2024;4:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;4:30:00;19/12/2024;4:45:00;1302;;Digitale meter;Afname Nacht;0,972;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;4:30:00;19/12/2024;4:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;4:45:00;19/12/2024;5:00:00;1302;;Digitale meter;Afname Nacht;0,963;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;4:45:00;19/12/2024;5:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;5:00:00;19/12/2024;5:15:00;1302;;Digitale meter;Afname Nacht;0,984;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;5:00:00;19/12/2024;5:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;5:15:00;19/12/2024;5:30:00;1302;;Digitale meter;Afname Nacht;0,965;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;5:15:00;19/12/2024;5:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;5:30:00;19/12/2024;5:45:00;1302;;Digitale meter;Afname Nacht;0,967;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;5:30:00;19/12/2024;5:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;5:45:00;19/12/2024;6:00:00;1302;;Digitale meter;Afname Nacht;0,978;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;5:45:00;19/12/2024;6:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;6:00:00;19/12/2024;6:15:00;1302;;Digitale meter;Afname Dag;0,992;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;6:00:00;19/12/2024;6:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;6:15:00;19/12/2024;6:30:00;1302;;Digitale meter;Afname Dag;0,971;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;6:15:00;19/12/2024;6:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;6:30:00;19/12/2024;6:45:00;1302;;Digitale meter;Afname Dag;0,893;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;6:30:00;19/12/2024;6:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;6:45:00;19/12/2024;7:00:00;1302;;Digitale meter;Afname Dag;0,296;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;6:45:00;19/12/2024;7:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;7:00:00;19/12/2024;7:15:00;1302;;Digitale meter;Afname Dag;0,124;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;7:00:00;19/12/2024;7:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;7:15:00;19/12/2024;7:30:00;1302;;Digitale meter;Afname Dag;0,176;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;7:15:00;19/12/2024;7:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;7:30:00;19/12/2024;7:45:00;1302;;Digitale meter;Afname Dag;0,163;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;7:30:00;19/12/2024;7:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;7:45:00;19/12/2024;8:00:00;1302;;Digitale meter;Afname Dag;0,769;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;7:45:00;19/12/2024;8:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;8:00:00;19/12/2024;8:15:00;1302;;Digitale meter;Afname Dag;1,083;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;8:00:00;19/12/2024;8:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;8:15:00;19/12/2024;8:30:00;1302;;Digitale meter;Afname Dag;0,28;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;8:15:00;19/12/2024;8:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;8:30:00;19/12/2024;8:45:00;1302;;Digitale meter;Afname Dag;0,084;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;8:30:00;19/12/2024;8:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;8:45:00;19/12/2024;9:00:00;1302;;Digitale meter;Afname Dag;0,054;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;8:45:00;19/12/2024;9:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;9:00:00;19/12/2024;9:15:00;1302;;Digitale meter;Afname Dag;0,043;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;9:00:00;19/12/2024;9:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;9:15:00;19/12/2024;9:30:00;1302;;Digitale meter;Afname Dag;0,062;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;9:15:00;19/12/2024;9:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;9:30:00;19/12/2024;9:45:00;1302;;Digitale meter;Afname Dag;0,043;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;9:30:00;19/12/2024;9:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;9:45:00;19/12/2024;10:00:00;1302;;Digitale meter;Afname Dag;0,042;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;9:45:00;19/12/2024;10:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;10:00:00;19/12/2024;10:15:00;1302;;Digitale meter;Afname Dag;0,058;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;10:00:00;19/12/2024;10:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;10:15:00;19/12/2024;10:30:00;1302;;Digitale meter;Afname Dag;0,047;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;10:15:00;19/12/2024;10:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;10:30:00;19/12/2024;10:45:00;1302;;Digitale meter;Afname Dag;0,046;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;10:30:00;19/12/2024;10:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;10:45:00;19/12/2024;11:00:00;1302;;Digitale meter;Afname Dag;0,047;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;10:45:00;19/12/2024;11:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;11:00:00;19/12/2024;11:15:00;1302;;Digitale meter;Afname Dag;0,059;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;11:00:00;19/12/2024;11:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;11:15:00;19/12/2024;11:30:00;1302;;Digitale meter;Afname Dag;0,041;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;11:15:00;19/12/2024;11:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;11:30:00;19/12/2024;11:45:00;1302;;Digitale meter;Afname Dag;0,049;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;11:30:00;19/12/2024;11:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;11:45:00;19/12/2024;12:00:00;1302;;Digitale meter;Afname Dag;0,072;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;11:45:00;19/12/2024;12:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;12:00:00;19/12/2024;12:15:00;1302;;Digitale meter;Afname Dag;0,059;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;12:00:00;19/12/2024;12:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;12:15:00;19/12/2024;12:30:00;1302;;Digitale meter;Afname Dag;0,05;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;12:15:00;19/12/2024;12:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;12:30:00;19/12/2024;12:45:00;1302;;Digitale meter;Afname Dag;0,054;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;12:30:00;19/12/2024;12:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;12:45:00;19/12/2024;13:00:00;1302;;Digitale meter;Afname Dag;0,051;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;12:45:00;19/12/2024;13:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;13:00:00;19/12/2024;13:15:00;1302;;Digitale meter;Afname Dag;0,044;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;13:00:00;19/12/2024;13:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;13:15:00;19/12/2024;13:30:00;1302;;Digitale meter;Afname Dag;0,073;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;13:15:00;19/12/2024;13:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;13:30:00;19/12/2024;13:45:00;1302;;Digitale meter;Afname Dag;0,126;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;13:30:00;19/12/2024;13:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;13:45:00;19/12/2024;14:00:00;1302;;Digitale meter;Afname Dag;0,064;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;13:45:00;19/12/2024;14:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;14:00:00;19/12/2024;14:15:00;1302;;Digitale meter;Afname Dag;0,089;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;14:00:00;19/12/2024;14:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;14:15:00;19/12/2024;14:30:00;1302;;Digitale meter;Afname Dag;0,159;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;14:15:00;19/12/2024;14:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;14:30:00;19/12/2024;14:45:00;1302;;Digitale meter;Afname Dag;0,099;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;14:30:00;19/12/2024;14:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;14:45:00;19/12/2024;15:00:00;1302;;Digitale meter;Afname Dag;0,056;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;14:45:00;19/12/2024;15:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;15:00:00;19/12/2024;15:15:00;1302;;Digitale meter;Afname Dag;0,063;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;15:00:00;19/12/2024;15:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;15:15:00;19/12/2024;15:30:00;1302;;Digitale meter;Afname Dag;0,073;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;15:15:00;19/12/2024;15:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;15:30:00;19/12/2024;15:45:00;1302;;Digitale meter;Afname Dag;0,097;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;15:30:00;19/12/2024;15:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;15:45:00;19/12/2024;16:00:00;1302;;Digitale meter;Afname Dag;0,093;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;15:45:00;19/12/2024;16:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;16:00:00;19/12/2024;16:15:00;1302;;Digitale meter;Afname Dag;0,101;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;16:00:00;19/12/2024;16:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;16:15:00;19/12/2024;16:30:00;1302;;Digitale meter;Afname Dag;0,08;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;16:15:00;19/12/2024;16:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;16:30:00;19/12/2024;16:45:00;1302;;Digitale meter;Afname Dag;0,083;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;16:30:00;19/12/2024;16:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;16:45:00;19/12/2024;17:00:00;1302;;Digitale meter;Afname Dag;0,114;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;16:45:00;19/12/2024;17:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;17:00:00;19/12/2024;17:15:00;1302;;Digitale meter;Afname Dag;0,152;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;17:00:00;19/12/2024;17:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;17:15:00;19/12/2024;17:30:00;1302;;Digitale meter;Afname Dag;0,167;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;17:15:00;19/12/2024;17:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;17:30:00;19/12/2024;17:45:00;1302;;Digitale meter;Afname Dag;0,122;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;17:30:00;19/12/2024;17:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;17:45:00;19/12/2024;18:00:00;1302;;Digitale meter;Afname Dag;0,109;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;17:45:00;19/12/2024;18:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;18:00:00;19/12/2024;18:15:00;1302;;Digitale meter;Afname Dag;0,127;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;18:00:00;19/12/2024;18:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;18:15:00;19/12/2024;18:30:00;1302;;Digitale meter;Afname Dag;0,097;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;18:15:00;19/12/2024;18:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;18:30:00;19/12/2024;18:45:00;1302;;Digitale meter;Afname Dag;0,117;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;18:30:00;19/12/2024;18:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;18:45:00;19/12/2024;19:00:00;1302;;Digitale meter;Afname Dag;0,121;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;18:45:00;19/12/2024;19:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;19:00:00;19/12/2024;19:15:00;1302;;Digitale meter;Afname Dag;0,539;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;19:00:00;19/12/2024;19:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;19:15:00;19/12/2024;19:30:00;1302;;Digitale meter;Afname Dag;0,766;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;19:15:00;19/12/2024;19:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;19:30:00;19/12/2024;19:45:00;1302;;Digitale meter;Afname Dag;0,34;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;19:30:00;19/12/2024;19:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;19:45:00;19/12/2024;20:00:00;1302;;Digitale meter;Afname Dag;0,191;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;19:45:00;19/12/2024;20:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;20:00:00;19/12/2024;20:15:00;1302;;Digitale meter;Afname Dag;0,196;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;20:00:00;19/12/2024;20:15:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;20:15:00;19/12/2024;20:30:00;1302;;Digitale meter;Afname Dag;0,217;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;20:15:00;19/12/2024;20:30:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;20:30:00;19/12/2024;20:45:00;1302;;Digitale meter;Afname Dag;0,361;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;20:30:00;19/12/2024;20:45:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;20:45:00;19/12/2024;21:00:00;1302;;Digitale meter;Afname Dag;0,33;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;20:45:00;19/12/2024;21:00:00;1302;;Digitale meter;Injectie Dag;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;21:00:00;19/12/2024;21:15:00;1302;;Digitale meter;Afname Nacht;0,519;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;21:00:00;19/12/2024;21:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;21:15:00;19/12/2024;21:30:00;1302;;Digitale meter;Afname Nacht;0,187;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;21:15:00;19/12/2024;21:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;21:30:00;19/12/2024;21:45:00;1302;;Digitale meter;Afname Nacht;0,196;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;21:30:00;19/12/2024;21:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;21:45:00;19/12/2024;22:00:00;1302;;Digitale meter;Afname Nacht;0,17;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;21:45:00;19/12/2024;22:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;22:00:00;19/12/2024;22:15:00;1302;;Digitale meter;Afname Nacht;0,176;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;22:00:00;19/12/2024;22:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;22:15:00;19/12/2024;22:30:00;1302;;Digitale meter;Afname Nacht;0,215;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;22:15:00;19/12/2024;22:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;22:30:00;19/12/2024;22:45:00;1302;;Digitale meter;Afname Nacht;0,197;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;22:30:00;19/12/2024;22:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;22:45:00;19/12/2024;23:00:00;1302;;Digitale meter;Afname Nacht;0,184;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;22:45:00;19/12/2024;23:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;23:00:00;19/12/2024;23:15:00;1302;;Digitale meter;Afname Nacht;0,35;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;23:00:00;19/12/2024;23:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;23:15:00;19/12/2024;23:30:00;1302;;Digitale meter;Afname Nacht;0,563;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;23:15:00;19/12/2024;23:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;23:30:00;19/12/2024;23:45:00;1302;;Digitale meter;Afname Nacht;0,311;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;23:30:00;19/12/2024;23:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;23:45:00;20/12/2024;0:00:00;1302;;Digitale meter;Afname Nacht;0,3;kWh;Uitgelezen;Hoofdverblijf
19/12/2024;23:45:00;20/12/2024;0:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;0:00:00;20/12/2024;0:15:00;1302;;Digitale meter;Afname Nacht;1,163;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;0:00:00;20/12/2024;0:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;0:15:00;20/12/2024;0:30:00;1302;;Digitale meter;Afname Nacht;1,221;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;0:15:00;20/12/2024;0:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;0:30:00;20/12/2024;0:45:00;1302;;Digitale meter;Afname Nacht;1,195;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;0:30:00;20/12/2024;0:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;0:45:00;20/12/2024;1:00:00;1302;;Digitale meter;Afname Nacht;1,155;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;0:45:00;20/12/2024;1:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;1:00:00;20/12/2024;1:15:00;1302;;Digitale meter;Afname Nacht;0,999;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;1:00:00;20/12/2024;1:15:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;1:15:00;20/12/2024;1:30:00;1302;;Digitale meter;Afname Nacht;0,989;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;1:15:00;20/12/2024;1:30:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;1:30:00;20/12/2024;1:45:00;1302;;Digitale meter;Afname Nacht;0,984;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;1:30:00;20/12/2024;1:45:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;1:45:00;20/12/2024;2:00:00;1302;;Digitale meter;Afname Nacht;0,968;kWh;Uitgelezen;Hoofdverblijf
20/12/2024;1:45:00;20/12/2024;2:00:00;1302;;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen;Hoofdverblijf
